DRUG_GROUP,Trade_Name,Active_Ingredient,MARKETING_DATE,BBW_DATE,POPULAR_YEAR,SUMMARY,SOURCE,BBW_TEXT
ROBUST,differin,,19960531,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,diflucan,,19900129,,"[2003, 2004]",,,NA
ROBUST,ditropan xl,,NA,,"[2003, 2004, 2005, 2006]",,,NA
ROBUST,doryx,,20110921,,"[2008, 2009, 2010]",,,NA
ROBUST,dovonex,,19961001,,"[2003, 2004, 2006, 2007]",,,NA
ROBUST,duac care system,,NA,,[2009],,,NA
ROBUST,duoneb,,20110215,,"[2004, 2005, 2006]",,,NA
ROBUST,elmiron,,19960926,,"[2009, 2010]",,,NA
ROBUST,enablex,,20041222,,"[2007, 2008, 2009, 2010]",,,NA
ROBUST,entocort ec,,NA,,"[2009, 2010]",,,NA
ROBUST,epipen,,19871222,,"[2009, 2010]",,,NA
ROBUST,famvir,,19940629,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,femara,,19970731,,"[2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,fentanyl oral citrate,,NA,,"[2007, 2008]",,,NA
ROBUST,flomax,,19970912,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,flonase,,19941108,,"[2003, 2004, 2005, 2006]",,,NA
ROBUST,flovent,,20050713,,"[2003, 2004, 2005]",,,NA
ROBUST,flovent hfa,,NA,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,fosamax,,19950929,,"[2003, 2004, 2005, 2006, 2007, 2008]",,,NA
ROBUST,fosamax plus d,,20050407,,"[2006, 2007, 2008]",,,NA
ROBUST,fuzeon,,20120410,,"[2004, 2005, 2006, 2007]",,,NA
ROBUST,gilenya,,20100921,,"[2012, 2013]",,,NA
ROBUST,gleevec,,20010515,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,glucotrol xl,,19940801,,[2003],,,NA
ROBUST,gonal-f,,20040325,,[2003],,,NA
ROBUST,humalog,,19960724,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,humalog kwikpen,,NA,,"[2010, 2013]",,,NA
ROBUST,humalog mix 75/25 pen,,NA,,"[2009, 2010]",,,NA
ROBUST,humulin 70/30,,20130612,,"[2003, 2004, 2005, 2006, 2008]",,,NA
ROBUST,humulin n,,NA,,"[2003, 2004, 2005, 2006, 2007, 2008, 2010]",,,NA
ROBUST,imitrex inj,,NA,,"[2003, 2004, 2005]",,,NA
ROBUST,imitrex oral,,NA,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,inderal la,,NA,,"[2003, 2004, 2005, 2006]",,,NA
ROBUST,intuniv,,20090902,,[2010],,,NA
ROBUST,isentress,,20071012,,"[2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,januvia,,20061016,,"[2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,kaletra,,20060411,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,keppra,,20000424,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,klor-con,,19860417,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,lamisil oral,,NA,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,lantus,,20020604,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,lantus solostar,,20090923,,"[2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,lescol,,19931230,,[2003],,,NA
ROBUST,levemir,,20060327,,"[2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,levitra,,20030423,,"[2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,lialda,,20070116,,"[2009, 2010]",,,NA
ROBUST,lidoderm,,19990320,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,lipitor,,19961217,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,NA
ROBUST,lovaza,,20081021,,"[2007, 2008, 2010, 2011, 2012, 2013]",,,NA
ROBUST,lucentis,,20060630,,"[2011, 2012, 2013]",,,NA
ROBUST,lumigan,,20010322,,"[2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,lunesta,,20050404,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,lyrica,,20041230,,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,macrobid,,20110531,,[2003],,,NA
ROBUST,marinol,,20100713,,[2007],,,NA
ROBUST,maxalt,,19980629,,"[2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,maxalt mlt,,NA,,"[2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,miacalcin nasal,,NA,,"[2003, 2004, 2005]",,,NA
ROBUST,mirapex,,20030904,,"[2004, 2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,namenda,,20031016,,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,nasacort aq,,19960520,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,nasonex,,19971001,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,neulasta,,20020401,,"[2011, 2012, 2013]",,,NA
ROBUST,neupogen,,19940608,,"[2003, 2004, 2005, 2006, 2007, 2011, 2012, 2013]",,,NA
ROBUST,neurontin,,19931230,,"[2003, 2004, 2005]",,,NA
ROBUST,nexium,,20010319,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,niaspan,,19970728,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,norvasc,,19920731,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,novolog,,20010827,,"[2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,novolog mix 70/30,,20020911,,"[2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,nuvigil,,20090526,,[2010],,,NA
ROBUST,oracea,,20060929,,[2010],,,NA
ROBUST,orencia,,20090101,,"[2012, 2013]",,,NA
ROBUST,pataday,,20070215,,[2010],,,NA
ROBUST,patanol,,19970217,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,penlac,,19991217,,[2003],,,NA
ROBUST,pentasa,,19930510,,"[2009, 2010]",,,NA
ROBUST,prandin,,20000103,,"[2009, 2010]",,,NA
ROBUST,pravachol,,20090601,,"[2003, 2004, 2005, 2006]",,,NA
ROBUST,prevacid,,19950510,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,prevnar 13,,NA,,"[2011, 2012, 2013]",,,NA
ROBUST,prevpac,,19971202,,[2003],,,NA
ROBUST,prezista,,20080308,,"[2009, 2010, 2012, 2013]",,,NA
ROBUST,prilosec,,19901001,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,proair hfa,,NA,,"[2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,propecia,,19971219,,"[2008, 2009, 2010]",,,NA
ROBUST,proscar,,19920619,,"[2003, 2004, 2005, 2006]",,,NA
ROBUST,protonix,,20000501,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,proventil hfa,,20011001,,"[2008, 2009, 2010]",,,NA
ROBUST,provigil,,19981224,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]",,,NA
ROBUST,pulmicort respules,,20000908,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,pulmozyme,,19931230,,"[2005, 2006, 2007]",,,NA
ROBUST,qvar,,20000915,,[2010],,,NA
ROBUST,ranexa,,20060127,,[2010],,,NA
ROBUST,rebif,,20020307,,"[2004, 2011, 2012, 2013]",,,NA
ROBUST,relpax,,20021226,,"[2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,renagel,,20080606,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,renvela,,20090812,,"[2010, 2012, 2013]",,,NA
ROBUST,requip,,19971001,,"[2006, 2007, 2008]",,,NA
ROBUST,restasis,,20030401,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,reyataz,,20030624,,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,rhinocort aqua,,20010402,,"[2003, 2004, 2005, 2006, 2007, 2008]",,,NA
ROBUST,sensipar,,20040404,,"[2006, 2007, 2008, 2009, 2010, 2013]",,,NA
ROBUST,singulair,,19980220,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,NA
ROBUST,skelaxin,,19620813,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,solodyn,,20090723,,"[2007, 2008, 2009, 2010, 2011]",,,NA
ROBUST,spiriva,,20040714,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,stelara,,20090925,,[2013],,,NA
ROBUST,suboxone,,20070116,,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,sustiva,,19980917,,"[2003, 2004, 2005, 2006, 2007, 2008]",,,NA
ROBUST,synagis,,19980619,,"[2011, 2012, 2013]",,,NA
ROBUST,taclonex,,20080601,,"[2008, 2009]",,,NA
ROBUST,tamiflu,,19991027,,"[2005, 2008, 2009, 2013]",,,NA
ROBUST,tarceva,,20050430,,"[2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,tecfidera,,20130327,,[2013],,,NA
ROBUST,temodar,,19990811,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,tiazac,,20101225,,[2003],,,NA
ROBUST,tobradex,,19880818,,"[2003, 2004, 2005, 2006, 2007, 2008]",,,NA
ROBUST,topamax,,19970101,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,travatan z,,20061020,,"[2009, 2010]",,,NA
ROBUST,tricor,,20041105,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,NA
ROBUST,trileptal,,20000130,,"[2003, 2004, 2005, 2006, 2007, 2008]",,,NA
ROBUST,trilipix,,20081215,,"[2009, 2010]",,,NA
ROBUST,tussionex,,NA,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,ultram er,,20050908,,"[2007, 2008, 2009]",,,NA
ROBUST,uroxatral,,20040622,,"[2009, 2010]",,,NA
ROBUST,valtrex,,19950801,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,vancocin hcl,,NA,,[2010],,,NA
ROBUST,varivax,,NA,,"[2011, 2012]",,,NA
ROBUST,velcade,,20030513,,[2011],,,NA
ROBUST,ventolin hfa,,NA,,"[2009, 2010, 2012, 2013]",,,NA
ROBUST,veramyst,,20070515,,"[2008, 2009, 2010]",,,NA
ROBUST,vesicare,,20050105,,"[2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,viagra,,19980327,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,vigamox,,20030507,,"[2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,viracept,,19970314,,[2003],,,NA
ROBUST,vytorin,,20040723,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,welchol,,20000901,,"[2007, 2008, 2009, 2010]",,,NA
ROBUST,xalatan,,19950320,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,xgeva,,20101118,,[2013],,,NA
ROBUST,xopenex,,19990401,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,xopenex hfa,,20051201,,"[2008, 2009]",,,NA
ROBUST,xyzal,,20070809,,"[2009, 2010]",,,NA
ROBUST,zegerid,,20040615,,[2009],,,NA
ROBUST,zetia,,20021025,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,zithromax,,19940928,,"[2003, 2004, 2005]",,,NA
ROBUST,zocor,,19911223,,"[2003, 2004, 2005, 2006]",,,NA
ROBUST,zofran,,19910204,,"[2003, 2004, 2005, 2006]",,,NA
ROBUST,zometa,,20010820,,[2011],,,NA
ROBUST,zomig,,19980110,,"[2003, 2004, 2005, 2006, 2008]",,,NA
ROBUST,zonegran,,20000327,,"[2004, 2005]",,,NA
ROBUST,zostavax,,NA,,[2012],,,NA
ROBUST,zyrtec syrup,,NA,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,zyrtec-d,,NA,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,zytiga,,20110428,,[2013],,,NA
ROBUST,zyvox,,20000418,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,NA
